epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,10870.7,0.44046,0.248,0.86955,0.92546,0.82951,0.83391,0.68425,0.55391,0.24301,0.90142,0.000143097,0.000143097,0.000143097
178,10934.5,0.43813,0.25219,0.86454,0.95481,0.83775,0.83677,0.6783,0.57408,0.25215,0.90957,0.000137597,0.000137597,0.000137597
179,10996,0.44998,0.24891,0.86188,0.95645,0.8413,0.83528,0.68098,0.57404,0.24737,0.90747,0.000132098,0.000132098,0.000132098
180,11054.3,0.42917,0.2509,0.86527,0.95635,0.84138,0.83528,0.68685,0.56233,0.24298,0.90346,0.000126598,0.000126598,0.000126598
181,11112.7,0.45301,0.25092,0.87211,0.93241,0.84138,0.83474,0.68497,0.55876,0.23874,0.90333,0.000121099,0.000121099,0.000121099
182,11176.1,0.43033,0.24351,0.86832,0.95503,0.84053,0.83704,0.68031,0.56534,0.23973,0.90671,0.0001156,0.0001156,0.0001156
183,11234.8,0.43628,0.24651,0.86946,0.95128,0.84138,0.83704,0.67907,0.56408,0.23732,0.90692,0.0001101,0.0001101,0.0001101
184,11293.3,0.41819,0.2425,0.86878,0.94811,0.84138,0.83879,0.68657,0.56892,0.23525,0.90933,0.000104601,0.000104601,0.000104601
185,11352,0.43014,0.24366,0.87414,0.95101,0.84138,0.83879,0.68337,0.56153,0.23754,0.90307,9.91012e-05,9.91012e-05,9.91012e-05
186,11415.6,0.42159,0.23684,0.86505,0.95939,0.84138,0.83879,0.68186,0.56904,0.2396,0.90564,9.36017e-05,9.36017e-05,9.36017e-05
187,11478.9,0.4121,0.23745,0.85939,0.94447,0.84138,0.83779,0.68535,0.57233,0.23745,0.90827,8.81023e-05,8.81023e-05,8.81023e-05
188,11542.9,0.41127,0.23407,0.85858,0.97058,0.84138,0.83879,0.68692,0.56197,0.23472,0.90547,8.26028e-05,8.26028e-05,8.26028e-05
189,11606.2,0.4202,0.23819,0.85919,0.97057,0.84138,0.83879,0.6889,0.55841,0.23506,0.9036,7.71034e-05,7.71034e-05,7.71034e-05
190,11664.9,0.41844,0.23099,0.86318,0.94559,0.84138,0.83779,0.69329,0.55464,0.2363,0.90058,7.1604e-05,7.1604e-05,7.1604e-05
191,11724.7,0.3998,0.20721,0.84601,0.94623,0.83977,0.8376,0.68567,0.5602,0.23853,0.90525,6.61045e-05,6.61045e-05,6.61045e-05
192,11783.2,0.39435,0.20663,0.84933,0.94599,0.84138,0.83779,0.6875,0.55654,0.2378,0.90453,6.06051e-05,6.06051e-05,6.06051e-05
193,11845.7,0.40275,0.20623,0.83865,0.95177,0.84138,0.83779,0.68484,0.55648,0.23769,0.90434,5.51056e-05,5.51056e-05,5.51056e-05
194,11904.2,0.39627,0.20353,0.83865,0.95306,0.84138,0.83779,0.68886,0.55295,0.2356,0.90448,4.96062e-05,4.96062e-05,4.96062e-05
195,11964.1,0.38586,0.20391,0.84349,0.95247,0.84138,0.83779,0.68817,0.5463,0.23742,0.90022,4.41067e-05,4.41067e-05,4.41067e-05
196,12023.8,0.3838,0.19936,0.83514,0.95166,0.84138,0.83779,0.6932,0.5461,0.23588,0.90061,3.86073e-05,3.86073e-05,3.86073e-05
197,12085.4,0.37772,0.19868,0.84161,0.95268,0.84102,0.83779,0.68997,0.55207,0.24015,0.90352,3.31078e-05,3.31078e-05,3.31078e-05
198,12144.2,0.3838,0.19734,0.83591,0.97328,0.83154,0.83702,0.69186,0.5521,0.23748,0.90487,2.76084e-05,2.76084e-05,2.76084e-05
199,12204.4,0.37902,0.19683,0.8355,0.93189,0.84043,0.83702,0.69441,0.55038,0.23791,0.90361,2.21089e-05,2.21089e-05,2.21089e-05
200,12265.7,0.37565,0.19908,0.82979,0.95209,0.84017,0.83779,0.69032,0.55206,0.23529,0.90368,1.66095e-05,1.66095e-05,1.66095e-05
