epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
190,12067.5,0.45742,0.25269,0.8491,0.99848,1,0.995,0.85417,0.64101,0.21233,0.83982,9.20991e-05,9.20991e-05,9.20991e-05
191,12126.1,0.42162,0.18692,0.83176,0.99841,1,0.995,0.85128,0.64391,0.21189,0.84117,8.50255e-05,8.50255e-05,8.50255e-05
192,12187,0.41353,0.18813,0.82577,0.9984,1,0.995,0.85012,0.64256,0.2146,0.83993,7.7952e-05,7.7952e-05,7.7952e-05
193,12245.7,0.40041,0.17751,0.82132,0.9988,1,0.995,0.85492,0.63596,0.21201,0.83816,7.08784e-05,7.08784e-05,7.08784e-05
194,12299,0.39997,0.17924,0.822,0.99846,1,0.995,0.85233,0.63885,0.21154,0.83918,6.38049e-05,6.38049e-05,6.38049e-05
195,12358.8,0.39837,0.18089,0.81739,0.99846,1,0.995,0.85597,0.63207,0.21198,0.837,5.67313e-05,5.67313e-05,5.67313e-05
196,12450.1,0.39412,0.17698,0.82457,0.99847,1,0.995,0.85448,0.63512,0.21063,0.83758,4.96578e-05,4.96578e-05,4.96578e-05
197,12505.3,0.39363,0.17397,0.82165,0.99843,1,0.995,0.85449,0.63853,0.21096,0.83891,4.25842e-05,4.25842e-05,4.25842e-05
198,12563.1,0.39454,0.17593,0.82024,0.99845,1,0.995,0.85632,0.63779,0.21208,0.8384,3.55107e-05,3.55107e-05,3.55107e-05
199,12616.8,0.3891,0.17173,0.81701,0.99843,1,0.995,0.85809,0.63676,0.21276,0.83799,2.84371e-05,2.84371e-05,2.84371e-05
200,12676.8,0.39114,0.17115,0.81312,0.9984,1,0.995,0.86212,0.63739,0.21459,0.8377,2.13636e-05,2.13636e-05,2.13636e-05
